LI-8250,LI-8250,LI-8250,LI-8250,CHAMBER,CHAMBER,CHAMBER,CHAMBER,CHAMBER,LI-8250,LI-7820,LI-7820,LI-870,LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,CHAMBER,CHAMBER
20250415,091925,105.388,4,1,1,39.6685,-75.7462,15,99.9287,341.765,13.994,443.291,12.9717,0.95597,0.105548,2.32869,0.959254,0,0.0021863,1.05595e-07,1e+06,443.291,30.3335,10,101,0.0566693,0.00626332,30.7115,0.0918477,0,0.0019224,0.00115576,347.184,341.765,20.1081,4,101,0.224065,12.3428
20250415,092536,105.393,5,1,1,39.6686,-75.7462,14.88,99.939,341.778,14.1043,440.028,13.099,2.77269,0.300547,1.48457,0.989501,0,0.00311146,3.00679e-07,1e+06,440.028,27.1341,10,101,0.0148196,0.00160801,117.603,0.00725112,0,0.00189099,1.60856e-09,1e+06,341.778,211.671,7,101,0.362816,12
20250415,093147,105.397,6,1,1,39.6685,-75.7462,15.09,99.94,341.589,14.2091,435.447,13.1926,7.8219,0.863974,1.42467,0.991191,0,0.00818599,8.6435e-07,1e+06,435.447,31.1096,10,101,0.00369217,0.000408242,481.078,0.00043626,0,0.00196396,4.08381e-10,1e+06,341.589,85.5577,2,101,0.334,12.4
20250415,093758,105.401,7,1,1,39.6685,-75.7462,14.32,99.9345,340.853,14.3529,425.007,13.3418,2.07534,0.228675,1.51066,0.988749,0,0.00245161,2.28772e-07,1e+06,425.007,14.611,10,101,-0.000297197,-3.27807e-05,5744.12,0.000142579,0,0.00188296,1e-05,337.575,340.853,-50,2,101,0.34,12.6
20250415,094409,105.406,8,1,1,39.6684,-75.7462,15.1,99.928,340.982,14.4835,420.934,13.474,3.19655,0.343854,1.2413,0.995972,0,0.00219786,3.43999e-07,1e+06,420.934,23.2589,10,101,-0.0116756,-0.00125724,156.791,0.00409265,0,0.00197118,3.6871e-06,0,340.982,-145.925,5,101,0.219299,13.1328
20250415,100051,105.417,1,1,1,39.6684,-75.7462,15.96,99.8747,340.06,14.0078,414.143,12.9961,2.14944,0.244331,1.54248,0.987808,0,0.00272808,2.44433e-07,1e+06,414.143,23.682,10,101,0.0148877,0.00169406,113.705,0.00775284,0,0.00192615,1.69463e-09,1e+06,340.06,108.889,2,101,0.278,12.9
20250415,100702,105.422,2,1,1,39.6684,-75.7462,16.46,99.8948,339.628,14.007,413.36,12.9974,1.62065,0.183638,1.49551,0.98918,0,0.00193027,1.83714e-07,1e+06,413.36,19.2788,10,101,0.00124425,0.000141132,1364.82,5.42237e-05,0,0.00192619,1.4118e-10,1e+06,339.628,-1400.68,3,101,0.314,12.6
20250415,101314,105.426,3,1,1,39.6684,-75.7462,16.35,99.885,339.771,14.081,412.554,13.081,2.07092,0.225214,1.44739,0.990557,0,0.00221002,2.25307e-07,1e+06,412.554,13.7546,10,101,0.0353314,0.00384621,50.0255,0.0278127,0,0.00192365,0.000567422,346.549,339.771,-50,4,101,0.326701,12.4
20250415,101925,105.43,4,1,1,39.6685,-75.7462,16.83,99.8645,340.183,14.0975,413.092,13.0833,1.23203,0.137004,1.62601,0.985254,0,0.00168452,1.3706e-07,1e+06,413.092,18.0441,10,101,0.0473422,0.00526993,37.7513,0.05735,0,0.00198868,0.00141391,343.911,340.183,24.8902,2,101,0.0880249,12.6428
20250415,102536,105.434,5,1,1,39.6685,-75.7462,16.45,99.8542,340.505,14.3175,408.937,13.3127,3.28194,0.358048,1.41396,0.991492,0,0.00333352,3.58194e-07,1e+06,408.937,28.6395,10,101,-0.00595433,-0.000650257,307.162,0.00106908,0,0.00199733,1.90969e-06,0,340.505,-694.017,7,101,0.362,12.2
20250415,103147,105.439,6,1,1,39.6685,-75.7462,16.32,99.8275,340.272,14.4709,411.487,13.4626,12.4056,1.37798,1.13693,0.996803,0,0.00550256,0.00858686,571.962,411.487,26.7484,9,101,-0.0177347,-0.00197194,97.5871,0.000906206,0,0.00192425,1.45248e-05,204.508,340.272,16.4668,3,101,0.333468,12.6
20250415,103758,105.443,7,1,1,39.6685,-75.7462,15.69,99.8203,340.219,14.7605,411.698,13.7392,1.75099,0.194154,1.5474,0.987675,0,0.0021798,1.94234e-07,1e+06,411.698,22.8134,10,101,-0.0247948,-0.00275215,72.4577,0.0138312,0,0.00199393,0.00347427,339.427,340.219,-3.09893,5,101,0.34,12.8
20250415,104409,105.447,8,1,1,39.6685,-75.7462,15.56,99.8102,340.497,14.88,406.679,13.8468,3.10712,0.335293,1.2802,0.995028,0,0.00238215,3.35429e-07,1e+06,406.679,35.9391,10,101,-0.0121906,-0.00131688,149.629,0.00449168,0,0.00197039,3.86753e-06,0,340.497,-211.97,6,101,0.218299,13.6
20250415,110051,105.459,1,1,1,39.6685,-75.7462,16.5,99.8005,340.206,14.1635,411.858,13.1441,2.2021,0.250995,1.61446,0.985628,0,0.00304619,2.51099e-07,1e+06,411.858,22.1328,10,101,0.0207086,0.0023628,54.3276,0.0331033,0,0.0012834,2.3636e-09,1e+06,340.206,99.4885,3,101,0.278,13.2
20250415,110702,105.463,2,1,1,39.6685,-75.7462,16.57,99.827,339.964,14.1241,413.92,13.1148,1.64577,0.186704,1.49992,0.989065,0,0.00197302,1.86781e-07,1e+06,413.92,15.4779,10,101,-0.00760917,-0.000864102,153.317,0.00340753,0,0.00132478,2.49932e-05,305.391,339.964,50,5,101,0.314,12.9
20250415,111314,105.468,3,1,1,39.6685,-75.7462,16.17,99.8385,340.104,14.1933,414.71,13.186,1.8971,0.206303,1.43198,0.990998,0,0.00197611,2.06389e-07,1e+06,414.71,15.0067,10,101,0.031243,0.00340104,37.8936,0.0614512,0,0.00128827,0.000988286,343.545,340.104,18.5533,4,101,0.326701,12.6
20250415,111925,105.472,4,1,1,39.6685,-75.7462,15.94,99.8385,340.351,14.1812,414.454,13.182,1.09129,0.121018,1.9176,0.975433,0,0.00193022,1.21068e-07,1e+06,414.454,11.5053,10,101,0.0439357,0.00487713,26.2451,0.116797,0,0.00127895,0.000755554,346.806,340.351,24.581,5,101,0.0808706,12.9
20250415,112536,105.476,5,1,1,39.6685,-75.7462,15.13,99.8278,340.096,14.4032,414.666,13.4024,2.95602,0.321171,1.3797,0.992441,0,0.00281715,3.21304e-07,1e+06,414.666,17.8324,10,101,-0.0198866,-0.00216286,55.6886,0.0257015,0,0.00120425,0.00250622,339.233,340.096,8.38326,7,101,0.362478,12.3
20250415,113147,105.48,6,1,1,39.6685,-75.7462,15.46,99.831,340.603,14.5001,414.407,13.4862,7.33288,0.812119,2.02791,0.97157,0,0.0140159,6.29984e-06,129326,414.407,32.2638,2,101,-0.0545651,-0.00604933,19.7534,0.0460682,0,0.00119321,0.00688386,339.724,340.603,-32.0859,4,101,0.332403,12.6
20250415,113758,105.485,7,1,1,39.6686,-75.7463,15.12,99.8152,340.286,14.7043,413.894,13.6941,1.78217,0.197223,1.40285,0.991816,0,0.0018006,1.97305e-07,1e+06,413.894,8.99888,10,101,-0.0654013,-0.00724503,16.2864,0.0657141,0,0.00117743,0.0255604,340.003,340.286,27.7048,6,101,0.34,12.9
20250415,114409,105.489,8,1,1,39.6686,-75.7462,14.69,99.8272,340.455,14.7788,415.746,13.7593,2.76942,0.297866,1.26538,0.995401,0,0.00203484,2.9799e-07,1e+06,415.746,11.6177,10,101,-0.0532058,-0.00572848,21.0529,0.0999044,0,0.00120447,0.00377071,338.936,340.455,-7.65105,4,101,0.217373,13.6
20250415,120051,105.501,1,1,1,39.6685,-75.7462,16.32,99.8033,340.339,14.179,410.586,13.1638,2.37107,0.270103,1.44139,0.990742,0,0.0026241,2.70214e-07,1e+06,410.586,21.702,10,101,0.0363817,0.00414871,31.7666,0.07858,0,0.00131716,0.000886501,345.019,340.339,12.3795,6,101,0.278,12.9
20250415,120702,105.505,2,1,1,39.6685,-75.7462,16.64,99.7992,340.475,14.1288,410.749,13.1149,1.50862,0.171249,1.78075,0.980227,0,0.00244449,1.7132e-07,1e+06,410.749,15.0435,10,101,0.00337625,0.000383646,357.9,0.000787957,0,0.00137306,3.83776e-10,1e+06,340.475,395.744,5,101,0.314,12.708
20250415,121314,105.509,3,1,1,39.6685,-75.7462,16.48,99.797,340.566,14.1959,411.153,13.191,1.66229,0.181027,1.45446,0.990373,0,0.00179375,1.81102e-07,1e+06,411.153,11.7978,10,101,0.0343748,0.00374732,35.8071,0.0364993,0,0.00134122,0.00602181,341.188,340.566,25.0335,3,101,0.326383,12.6
20250415,121925,105.513,4,1,1,39.6685,-75.7462,16.35,99.8045,340.475,14.1119,411.315,13.1056,1.06658,0.118478,2.04247,0.970801,0,0.0020651,1.18527e-07,1e+06,411.315,18.1005,10,101,0.0387263,0.0043062,35.3003,0.0619185,0,0.00151941,0.000699865,346.628,340.475,-37.7353,3,101,0.0608458,12.7
20250415,122536,105.518,5,1,1,39.6685,-75.7462,16.26,99.7945,340.967,14.4055,410.729,13.4037,2.9107,0.317589,1.50879,0.988816,0,0.00339462,3.1772e-07,1e+06,410.729,38.0936,10,101,-9.25712e-05,-1.01108e-05,17042.5,2.64849e-07,0,0.00172313,2.96533e-08,0,340.967,-30870,4,101,0.362,12.3
